央卫综合,#genre#
CETV4,http://117.114.153.18:8180/TV00000000000000000012@HHZT$北京全网通
国家地理,http://117.114.153.18:8180/TV00000000000000000112@HHZT$北京全网通
澳亚卫视,http://117.114.153.18:8180/TV00000000000000000118@HHZT$北京全网通
环球奇观,http://117.114.153.18:8180/TV00000000000000000130@HHZT$北京全网通
中央发现之旅,http://117.114.153.18:8180/TV00000000000000000131@HHZT$北京全网通
中央老故事,http://117.114.153.18:8180/TV00000000000000000132@HHZT$北京全网通
中央世界地理,http://117.114.153.18:8180/TV00000000000000000133@HHZT$北京全网通
北京卫视,http://117.114.153.18:8180/TV00000000000000000090@HHZT$北京全网通
河北卫视,http://117.114.153.18:8180/TV00000000000000000013@HHZT$北京全网通
甘肃卫视,http://117.114.153.18:8180/TV00000000000000000014@HHZT$北京全网通
河南卫视,http://117.114.153.18:8180/TV00000000000000000016@HHZT$北京全网通
内蒙古卫视,http://117.114.153.18:8180/TV00000000000000000010@HHZT$北京全网通
宁夏卫视,http://117.114.153.18:8180/TV00000000000000000018@HHZT$北京全网通
江西卫视,http://117.114.153.18:8180/TV00000000000000000019@HHZT$北京全网通
广东卫视,http://117.114.153.18:8180/TV00000000000000000027@HHZT$北京全网通
云南卫视,http://117.114.153.18:8180/TV00000000000000000028@HHZT$北京全网通
山西卫视,http://117.114.153.18:8180/TV00000000000000000030@HHZT$北京全网通
新疆卫视,http://117.114.153.18:8180/TV00000000000000000031@HHZT$北京全网通
四川卫视,http://117.114.153.18:8180/TV00000000000000000033@HHZT$北京全网通
青海卫视,http://117.114.153.18:8180/TV00000000000000000034@HHZT$北京全网通
西藏卫视,http://117.114.153.18:8180/TV00000000000000000035@HHZT$北京全网通
山东教育卫视,http://117.114.153.18:8180/TV00000000000000000036@HHZT$北京全网通
广西卫视,http://117.114.153.18:8180/TV00000000000000000037@HHZT$北京全网通
陕西卫视,http://117.114.153.18:8180/TV00000000000000000038@HHZT$北京全网通
吉林卫视,http://117.114.153.18:8180/TV00000000000000000039@HHZT$北京全网通
贵州卫视,http://117.114.153.18:8180/TV00000000000000000040@HHZT$北京全网通
三沙卫视,http://117.114.153.18:8180/TV00000000000000000041@HHZT$北京全网通
厦门卫视,http://117.114.153.18:8180/TV00000000000000000044@HHZT$北京全网通
山东卫视,http://117.114.153.18:8180/TV00000000000000000083@HHZT$北京全网通
黑龙江卫视,http://117.114.153.18:8180/TV00000000000000000084@HHZT$北京全网通
天津卫视,http://117.114.153.18:8180/TV00000000000000000085@HHZT$北京全网通
湖北卫视,http://117.114.153.18:8180/TV00000000000000000086@HHZT$北京全网通
安徽卫视,http://117.114.153.18:8180/TV00000000000000000087@HHZT$北京全网通
江苏卫视,http://117.114.153.18:8180/TV00000000000000000089@HHZT$北京全网通
深圳卫视,http://117.114.153.18:8180/TV00000000000000000101@HHZT$北京全网通
深圳卫视,http://117.114.153.18:8180/TV00000000000000000198@HHZT$北京全网通
东方卫视,http://117.114.153.18:8180/TV00000000000000000138@HHZT$北京全网通
湖南卫视,http://117.114.153.18:8180/TV00000000000000000148@HHZT$北京全网通
东南卫视,http://117.114.153.18:8180/TV00000000000000000156@HHZT$北京全网通














嘉兴联通,#genre#

CCTV 1 综合 ,http://home.js001.com:7777/stream/channelid/2047244483?profile=pass
CCTV 2 财经 ,http://home.js001.com:7777/stream/channelid/1181369424?profile=pass
CCTV 3 综艺 ,http://home.js001.com:7777/stream/channelid/1708718087?profile=pass
CCTV 4 中文国际 ,http://home.js001.com:7777/stream/channelid/110915426?profile=pass
CCTV 5 体育 ,http://home.js001.com:7777/stream/channelid/1005016003?profile=pass
CCTV 5+ 体育赛事 ,http://home.js001.com:7777/stream/channelid/376950284?profile=pass
CCTV 6 电影 ,http://home.js001.com:7777/stream/channelid/1531555713?profile=pass
CCTV 7 国防军事 ,http://home.js001.com:7777/stream/channelid/1337252658?profile=pass
CCTV 8 电视剧 ,http://home.js001.com:7777/stream/channelid/841425397?profile=pass
CCTV 9 记录 ,http://home.js001.com:7777/stream/channelid/349290233?profile=pass
CCTV 10 科教 ,http://home.js001.com:7777/stream/channelid/1857941135?profile=pass
CCTV 11 戏曲 ,http://home.js001.com:7777/stream/channelid/1584887484?profile=pass
CCTV 12 社会与法 ,http://home.js001.com:7777/stream/channelid/604912287?profile=pass
CCTV 13 新闻 ,http://home.js001.com:7777/stream/channelid/2133997348?profile=pass
CCTV 14 青少 ,http://home.js001.com:7777/stream/channelid/328826133?profile=pass
CCTV 15 音乐 ,http://home.js001.com:7777/stream/channelid/1502316774?profile=pass
CCTV 16 奥林匹克 ,http://home.js001.com:7777/stream/channelid/43205297?profile=pass
CCTV 17 农村农业 ,http://home.js001.com:7777/stream/channelid/800428881?profile=pass
CCTV 世界地理 ,http://home.js001.com:7777/stream/channelid/169829115?profile=pass
CCTV 兵器科技 ,http://home.js001.com:7777/stream/channelid/1209763785?profile=pass
CCTV 女性时尚 靓妆 ,http://home.js001.com:7777/stream/channelid/790182847?profile=pass
CCTV 第一剧场 ,http://home.js001.com:7777/stream/channelid/450800508?profile=pass
CCTV风云足球 ,http://home.js001.com:7777/stream/channelid/1069494532?profile=pass
CCTV高尔夫网球,http://home.js001.com:7777/stream/channelid/1329489557?profile=pass
CHC动作电影 ,http://home.js001.com:7777/stream/channelid/1524691456?profile=pass
CHC家庭影院,http://home.js001.com:7777/stream/channelid/569319485?profile=pass
CHC高清电影,http://home.js001.com:7777/stream/channelid/138818596?profile=pass
电影HBO,http://home.js001.com:7777/stream/channelid/2040560853?profile=pass
卫视电影Star Sports,http://home.js001.com:7777/stream/channelid/1787158087?profile=pass
电影CINEMAX,http://home.js001.com:7777/stream/channelid/354815841?profile=pass
体育Star Sports,http://home.js001.com:7777/stream/channelid/284416174?profile=pass
国家地理,http://home.js001.com:7777/stream/channelid/510605985?profile=pass
KBS,http://home.js001.com:7777/stream/channelid/1926215694?profile=pass
NHK,http://home.js001.com:7777/stream/channelid/2121161686?profile=pass
4K频道,http://home.js001.com:7777/stream/channelid/746745884?profile=pass
梨园频道,http://home.js001.com:7777/stream/channelid/782734182?profile=pass
求索纪录,http://home.js001.com:7777/stream/channelid/1549571705?profile=pass
求索纪录 ,http://home.js001.com:7777/stream/channelid/1311034607?profile=pass
凤凰卫视,http://home.js001.com:7777/stream/channelid/327340771?profile=pass
凤凰资讯,http://home.js001.com:7777/stream/channelid/1347243459?profile=pass
凤凰电影台,http://home.js001.com:7777/stream/channelid/884059847?profile=pass

东方卫视 ,http://home.js001.com:7777/stream/channelid/935157586?profile=pass
三沙卫视 ,http://home.js001.com:7777/stream/channelid/1976493232?profile=pass
东南卫视 ,http://home.js001.com:7777/stream/channelid/549977164?profile=pass
兵团卫视,http://home.js001.com:7777/stream/channelid/51705982?profile=pass
北京卫视 ,http://home.js001.com:7777/stream/channelid/831085837?profile=pass
吉林卫视 ,http://home.js001.com:7777/stream/channelid/238665852?profile=pass
四川卫视 ,http://home.js001.com:7777/stream/channelid/1262785849?profile=pass
天津卫视 ,http://home.js001.com:7777/stream/channelid/1014315020?profile=pass
安徽卫视 ,http://home.js001.com:7777/stream/channelid/1327176965?profile=pass
山东卫视 ,http://home.js001.com:7777/stream/channelid/381149734?profile=pass
广东卫视 ,http://home.js001.com:7777/stream/channelid/1971098978?profile=pass
新疆卫视,http://home.js001.com:7777/stream/channelid/65208443?profile=pass
江苏卫视 ,http://home.js001.com:7777/stream/channelid/31605677?profile=pass
江西卫视 ,http://home.js001.com:7777/stream/channelid/445567678?profile=pass
河南卫视,http://home.js001.com:7777/stream/channelid/848366056?profile=pass
浙江卫视 ,http://home.js001.com:7777/stream/channelid/44909195?profile=pass
深圳卫视 ,http://home.js001.com:7777/stream/channelid/1755670741?profile=pass
湖北卫视 ,http://home.js001.com:7777/stream/channelid/1098503860?profile=pass
湖南卫视 ,http://home.js001.com:7777/stream/channelid/1057814870?profile=pass
西藏卫视,http://home.js001.com:7777/stream/channelid/1949800378?profile=pass
辽宁卫视 ,http://home.js001.com:7777/stream/channelid/800530619?profile=pass
重庆卫视 ,http://home.js001.com:7777/stream/channelid/133021347?profile=pass
青海卫视,http://home.js001.com:7777/stream/channelid/684036725?profile=pass
黑龙江卫视 ,http://home.js001.com:7777/stream/channelid/1480797258?profile=pass

上海东方财经,http://home.js001.com:7777/stream/channelid/1652786925?profile=pass
上海五星体育 ,http://home.js001.com:7777/stream/channelid/1857949992?profile=pass
上海新闻综合,http://home.js001.com:7777/stream/channelid/320946772?profile=pass
上海都市 ,http://home.js001.com:7777/stream/channelid/952861138?profile=pass
嘉善新闻综合 ,http://home.js001.com:7777/stream/channelid/1331784265?profile=pass
嘉善资讯服务,http://home.js001.com:7777/stream/channelid/1801677461?profile=pass
浙江之江纪录 ,http://home.js001.com:7777/stream/channelid/1537837782?profile=pass
浙江少儿 ,http://home.js001.com:7777/stream/channelid/1275522912?profile=pass
浙江教科影视 ,http://home.js001.com:7777/stream/channelid/816055334?profile=pass
浙江新闻 ,http://home.js001.com:7777/stream/channelid/2115184593?profile=pass
浙江旅游之声,http://home.js001.com:7777/stream/channelid/1183338144?profile=pass
浙江民生休闲 ,http://home.js001.com:7777/stream/channelid/1558808462?profile=pass
浙江经视 ,http://home.js001.com:7777/stream/channelid/1952681679?profile=pass
浙江钱江 ,http://home.js001.com:7777/stream/channelid/782193856?profile=pass
环球俄语,http://home.js001.com:7777/stream/channelid/1347904945?profile=pass
环球旅游,http://home.js001.com:7777/stream/channelid/414909248?profile=pass
环球法语,http://home.js001.com:7777/stream/channelid/1316535466?profile=pass
环球英语新闻,http://home.js001.com:7777/stream/channelid/338351661?profile=pass
环球西班牙语,http://home.js001.com:7777/stream/channelid/1897642906?profile=pass
环球阿拉伯语,http://home.js001.com:7777/stream/channelid/526294677?profile=pass
精彩影视,http://home.js001.com:7777/stream/channelid/685272731?profile=pass
纪实科教 ,http://home.js001.com:7777/stream/channelid/58712203?profile=pass
聚鲨环球精选,http://home.js001.com:7777/stream/channelid/2135978220?profile=pass
节目导航,http://home.js001.com:7777/stream/channelid/149270857?profile=pass
金鹰卡通 ,http://home.js001.com:7777/stream/channelid/1333065964?profile=pass
优优宝贝,http://home.js001.com:7777/stream/channelid/717228422?profile=pass
优漫卡通,http://home.js001.com:7777/stream/channelid/426373495?profile=pass
动漫秀场,http://home.js001.com:7777/stream/channelid/330049056?profile=pass
华数服务 ,http://home.js001.com:7777/stream/channelid/1790061063?profile=pass
卡酷少儿 ,http://home.js001.com:7777/stream/channelid/91454755?profile=pass
卫生健康,http://home.js001.com:7777/stream/channelid/442051654?profile=pass
四海钓鱼,http://home.js001.com:7777/stream/channelid/2128083959?profile=pass
天元围棋,http://home.js001.com:7777/stream/channelid/480300023?profile=pass
摄影频道,http://home.js001.com:7777/stream/channelid/2097601758?profile=pass
教育台1,http://home.js001.com:7777/stream/channelid/1544111536?profile=pass
数码时代,http://home.js001.com:7777/stream/channelid/174148467?profile=pass
汽摩,http://home.js001.com:7777/stream/channelid/438631218?profile=pass
游戏竞技,http://home.js001.com:7777/stream/channelid/1434079374?profile=pass
湖南快乐垂钓 ,http://home.js001.com:7777/stream/channelid/678058210?profile=pass
中教四套,http://home.js001.com:7777/stream/channelid/1231127989?profile=pass

















广粤频道,#genre#

广东卫视,http://120.238.84.44:9901/tsfile/live/1008_1.m3u8
广东珠江,http://120.238.84.44:9901/tsfile/live/1009_1.m3u8
广东体育,http://120.238.84.44:9901/tsfile/live/1012_1.m3u8
梅州1,http://120.238.84.44:9901/tsfile/live/1003_1.m3u8
梅州2,http://120.238.84.44:9901/tsfile/live/1004_1.m3u8
高清1,http://120.238.84.44:9901/tsfile/live/1000_1.m3u8
野外,http://120.238.84.44:9901/tsfile/live/1103_1.m3u8
广东新闻,http://120.238.84.44:9901/tsfile/live/1010_1.m3u8
广东公共,http://120.238.84.44:9901/tsfile/live/1011_1.m3u8
经济科教,http://120.238.84.44:9901/tsfile/live/1014_1.m3u8
大湾区,http://120.238.84.44:9901/tsfile/live/1015_1.m3u8
广东影视,http://120.238.84.44:9901/tsfile/live/1016_1.m3u8
广东少儿,http://120.238.84.44:9901/tsfile/live/1017_1.m3u8
金鹰卡通,http://120.238.84.44:9901/tsfile/live/1036_1.m3u8
炫动卡通,http://120.238.84.44:9901/tsfile/live/1037_1.m3u8
嘉佳卡通,http://120.238.84.44:9901/tsfile/live/1038_1.m3u8
少儿动画,http://120.238.84.44:9901/tsfile/live/1039_1.m3u8
经典电影,http://120.238.84.44:9901/tsfile/live/1040_1.m3u8
谍战剧场,http://120.238.84.44:9901/tsfile/live/1042_1.m3u8
相声小品,http://120.238.84.44:9901/tsfile/live/1081_1.m3u8
岭南戏曲,http://120.238.84.44:9901/tsfile/live/1095_1.m3u8
金鹰纪实,http://120.238.84.44:9901/tsfile/live/1059_1.m3u8






 














广东梅州,#genre#
广东珠江,http://113.101.119.104:8090/hls/105/index.m3u8
湛江公共,http://113.101.119.104:8090/hls/3/index.m3u8
经济科教,http://113.101.119.104:8090/hls/129/index.m3u8
岭南戏曲,http://113.101.119.104:8090/hls/22/index.m3u8
南方卫视,http://113.101.119.104:8090/hls/109/index.m3u8
广东体育,http://113.101.119.104:8090/hls/108/index.m3u8
广东影视,http://113.101.119.104:8090/hls/110/index.m3u8
广东少儿,http://113.101.119.104:8090/hls/111/index.m3u8

CCTV-1高清,,http://113.101.119.104:8090/hls/113/index.m3u8
CCTV-2高清,http://113.101.119.104:8090/hls/114/index.m3u8
CCTV-3高清,http://113.101.119.104:8090/hls/115/index.m3u8
CCTV-4高清,http://113.101.119.104:8090/hls/116/index.m3u8
CCTV5,http://113.101.119.104:8090/hls/58/index.m3u8
CCTV-5+,http://113.101.119.104:8090/hls/10/index.m3u8
CCTV-6高清,http://113.101.119.104:8090/hls/118/index.m3u8
CCTV-7高清,http://113.101.119.104:8090/hls/119/index.m3u8
CCTV-8高清,http://113.101.119.104:8090/hls/120/index.m3u8
CCTV-9高清,http://113.101.119.104:8090/hls/121/index.m3u8
CCTV-10高清,http://113.101.119.104:8090/hls/122/index.m3u8
CCTV-11高清,http://113.101.119.104:8090/hls/123/index.m3u8
CCTV-12高清,http://113.101.119.104:8090/hls/124/index.m3u8
CCTV-13高清,http://113.101.119.104:8090/hls/125/index.m3u8
CCTV-14,http://113.101.119.104:8090/hls/5/index.m3u8
CCTV-15高清,http://113.101.119.104:8090/hls/127/index.m3u8
湖南卫视,http://113.101.119.104:8090/hls/130/index.m3u8
吉林卫视,http://113.101.119.104:8090/hls/101/index.m3u8
东南卫视,http://113.101.119.104:8090/hls/102/index.m3u8
天津卫视,http://113.101.119.104:8090/hls/132/index.m3u8
山东卫视,http://113.101.119.104:8090/hls/133/index.m3u8
江西卫视,http://113.101.119.104:8090/hls/134/index.m3u8
深圳卫视,http://113.101.119.104:8090/hls/135/index.m3u8
湖北卫视,http://113.101.119.104:8090/hls/136/index.m3u8
黑龙江卫视,http://113.101.119.104:8090/hls/138/index.m3u8
江苏卫视,http://113.101.119.104:8090/hls/17/index.m3u8
贵州卫视,http://113.101.119.104:8090/hls/139/index.m3u8
四川卫视,http://113.101.119.104:8090/hls/140/index.m3u8
河南卫视,http://113.101.119.104:8090/hls/513/index.m3u8
重庆卫视,http://113.101.119.104:8090/hls/143/index.m3u8
河北卫视,http://113.101.119.104:8090/hls/144/index.m3u8
甘肃卫视,http://113.101.119.104:8090/hls/150/index.m3u8
厦门卫视,http://113.101.119.104:8090/hls/158/index.m3u8
云浮综合,http://113.101.119.104:8090/hls/200/index.m3u8
云浮公共,http://113.101.119.104:8090/hls/201/index.m3u8
嘉佳卡通,http://113.101.119.104:8090/hls/503/index.m3u8
东方卫视,http://113.101.119.104:8090/hls/508/index.m3u8
安徽卫视,http://113.101.119.104:8090/hls/509/index.m3u8
北京卫视,http://113.101.119.104:8090/hls/510/index.m3u8
江西卫视,http://113.101.119.104:8090/hls/511/index.m3u8
西藏卫视,http://113.101.119.104:8090/hls/521/index.m3u8
新疆卫视,http://113.101.119.104:8090/hls/522/index.m3u8
兵团卫视,http://113.101.119.104:8090/hls/523/index.m3u8
世界地理,http://113.101.119.104:8090/hls/532/index.m3u8
怀旧剧场,http://113.101.119.104:8090/hls/533/index.m3u8
风云剧场,http://113.101.119.104:8090/hls/534/index.m3u8
第一剧场,http://113.101.119.104:8090/hls/535/index.m3u8
风云音乐,http://113.101.119.104:8090/hls/536/index.m3u8
移动测试,http://113.101.119.104:8090/hls/301/index.m3u8
陕西卫视,http://113.101.119.104:8090/hls/514/index.m3u8
云南卫视,http://113.101.119.104:8090/hls/515/index.m3u8
山西卫视,http://113.101.119.104:8090/hls/516/index.m3u8
内蒙古卫视,http://113.101.119.104:8090/hls/517/index.m3u8
青海卫视,http://113.101.119.104:8090/hls/518/index.m3u8
海南卫视,http://113.101.119.104:8090/hls/519/index.m3u8
宁夏卫视,http://113.101.119.104:8090/hls/520/index.m3u8
卡酷动画,http://113.101.119.104:8090/hls/524/index.m3u8
财富天下,http://113.101.119.104:8090/hls/525/index.m3u8
老故事,http://113.101.119.104:8090/hls/526/index.m3u8
兵器科技,http://113.101.119.104:8090/hls/528/index.m3u8
电视指南,http://113.101.119.104:8090/hls/529/index.m3u8
风云足球,http://113.101.119.104:8090/hls/530/index.m3u8
央视台球,http://113.101.119.104:8090/hls/531/index.m3u8
湛江综合,http://113.101.119.104:8090/hls/2000/index.m3u8














广东湛江,#genre#
广东珠江高清,http://113.86.205.48:808/hls/105/index.m3u8
湛江公共,http://113.86.205.48:808/hls/3/index.m3u8
广东经济科教,http://113.86.205.48:808/hls/129/index.m3u8
岭南戏曲,http://113.86.205.48:808/hls/22/index.m3u8
南方卫视,http://113.86.205.48:808/hls/109/index.m3u8
广东体育,http://113.86.205.48:808/hls/108/index.m3u8
广东影视,http://113.86.205.48:808/hls/110/index.m3u8
广东少儿,http://113.86.205.48:808/hls/111/index.m3u8
CCTV-1高清,,http://113.86.205.48:808/hls/113/index.m3u8
CCTV-2高清,http://113.86.205.48:808/hls/114/index.m3u8
CCTV-3高清,http://113.86.205.48:808/hls/115/index.m3u8
CCTV-4高清,http://113.86.205.48:808/hls/116/index.m3u8
CCTV5,http://113.86.205.48:808/hls/58/index.m3u8
CCTV-5+,http://113.86.205.48:808/hls/10/index.m3u8
CCTV-10高清,http://113.86.205.48:808/hls/122/index.m3u8
CCTV-11高清,http://113.86.205.48:808/hls/123/index.m3u8
CCTV-12高清,http://113.86.205.48:808/hls/124/index.m3u8
CCTV-13高清,http://113.86.205.48:808/hls/125/index.m3u8
CCTV-14,http://113.86.205.48:808/hls/5/index.m3u8
CCTV-15高清,http://113.86.205.48:808/hls/127/index.m3u8
湖南卫视,http://113.86.205.48:808/hls/130/index.m3u8
吉林卫视,http://113.86.205.48:808/hls/101/index.m3u8
东南卫视,http://113.86.205.48:808/hls/102/index.m3u8
天津卫视,http://113.86.205.48:808/hls/132/index.m3u8
山东卫视,http://113.86.205.48:808/hls/133/index.m3u8
江西卫视,http://113.86.205.48:808/hls/134/index.m3u8
深圳卫视,http://113.86.205.48:808/hls/135/index.m3u8
湖北卫视,http://113.86.205.48:808/hls/136/index.m3u8
江苏卫视,http://113.86.205.48:808/hls/17/index.m3u8
贵州卫视,http://113.86.205.48:808/hls/139/index.m3u8
四川卫视,http://113.86.205.48:808/hls/140/index.m3u8
重庆卫视,http://113.86.205.48:808/hls/143/index.m3u8
云浮综合,http://113.86.205.48:808/hls/200/index.m3u8
云浮公共,http://113.86.205.48:808/hls/201/index.m3u8

广东珠江高清,http://113.86.205.48:8090/hls/105/index.m3u8
湛江公共,http://113.86.205.48:8090/hls/3/index.m3u8
广东经济科教,http://113.86.205.48:8090/hls/129/index.m3u8
岭南戏曲,http://113.86.205.48:8090/hls/22/index.m3u8
南方卫视,http://113.86.205.48:8090/hls/109/index.m3u8
广东体育,http://113.86.205.48:8090/hls/108/index.m3u8
广东影视,http://113.86.205.48:8090/hls/110/index.m3u8
广东少儿,http://113.86.205.48:8090/hls/111/index.m3u8
CCTV-2高清,http://113.86.205.48:8090/hls/114/index.m3u8
CCTV-3高清,http://113.86.205.48:8090/hls/115/index.m3u8
CCTV-4高清,http://113.86.205.48:8090/hls/116/index.m3u8
CCTV5,http://113.86.205.48:8090/hls/58/index.m3u8
CCTV-5+,http://113.86.205.48:8090/hls/10/index.m3u8
CCTV-10高清,http://113.86.205.48:8090/hls/122/index.m3u8
CCTV-11高清,http://113.86.205.48:8090/hls/123/index.m3u8
CCTV-12高清,http://113.86.205.48:8090/hls/124/index.m3u8
CCTV-13高清,http://113.86.205.48:8090/hls/125/index.m3u8
CCTV-14,http://113.86.205.48:8090/hls/5/index.m3u8
CCTV-15高清,http://113.86.205.48:8090/hls/127/index.m3u8
湖南卫视,http://113.86.205.48:8090/hls/130/index.m3u8
吉林卫视,http://113.86.205.48:8090/hls/101/index.m3u8
东南卫视,http://113.86.205.48:8090/hls/102/index.m3u8
天津卫视,http://113.86.205.48:8090/hls/132/index.m3u8
山东卫视,http://113.86.205.48:8090/hls/133/index.m3u8
